Isolate	Chromosome	Region	Start	End	Most similar known cluster	Similarity	Type	Type_broad
SL91_48D	SL91_48D_cont_06	7.3	1644977	1754340	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
SL91_48D	SL91_48D_cont_07	8.1	133165	196962	no_known_similarity	NA	T1PKS	Polyketide
SL91_48D	SL91_48D_cont_07	8.2	262013	339059	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
SL91_48D	SL91_48D_cont_07	8.3	547913	723687	ACE1	82	NRPS,T1PKS	NRP_PKS
SL91_48D	SL91_48D_cont_07	8.4	1570840	1610206	no_known_similarity	NA	T1PKS	Polyketide
TG0011	TG0011_chr1_con3	3.1	701429	777746	no_known_similarity	NA	NRPS	NRP
TG0011	TG0011_chr1_con3	3.2	3406171	3513330	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
TG0011	TG0011_chr1_con3	3.3	4090171	4122878	clavaric acid	100	terpene	Terpene
TG0011	TG0011_chr1_con3	3.4	5046839	5110489	no_known_similarity	NA	NRPS-like	NRP
TG0011	TG0011_chr2_con1	4.1	1235252	1296023	no_known_similarity	NA	T3PKS	Polyketide
TG0011	TG0011_chr2_con1	4.2	1868027	1994162	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
TG0011	TG0011_chr2_con1	4.3	2420774	2483600	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
TG0011	TG0011_chr2_con1	4.4	6829467	6892520	scytalone/T3HN	60	T1PKS	Polyketide
TG0011	TG0011_chr2_con1	4.5	7590383	7752657	ACE1	82	NRPS,T1PKS	NRP_PKS
TG0011	TG0011_chr2_con1	4.6	7963244	8071694	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
TG0011	TG0011_chr3_con2	6.1	898568	989773	no_known_similarity	NA	fungal-RiPP-like	Other
TG0011	TG0011_chr3_con2	6.2	1417120	1484905	epipyriculol	58	T1PKS	Polyketide
TG0011	TG0011_chr3_con2	6.3	5580294	5643000	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
TG0011	TG0011_chr3_con2	6.4	5784623	5846868	tenuazonic acid	75	NRPS	NRP_PKS
TG0011	TG0011_chr3_con2	6.5	6111985	6186567	no_known_similarity	NA	NRPS	NRP
TG0011	TG0011_chr3_con2	6.6	6355202	6421020	no_known_similarity	NA	NRPS-like	NRP
TG0011	TG0011_chr4_con1	7.1	84219	114176	no_known_similarity	NA	terpene	Terpene
TG0011	TG0011_chr4_con1	7.2	1972107	2080659	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
TG0011	TG0011_chr4_con1	7.3	2098658	2167117	no_known_similarity	NA	NRPS	NRP
TG0011	TG0011_chr4_con1	7.4	2468464	2532306	choline	100	NRPS-like	NRP
TG0011	TG0011_chr4_con1	7.5	3471992	3503479	no_known_similarity	NA	indole	Indole
TG0011	TG0011_chr4_con1	7.6	4502056	4564068	no_known_similarity	NA	T3PKS	Polyketide
TG0011	TG0011_chr4_con1	7.7	4812745	4923971	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
TG0011	TG0011_chr4_con1	7.8	5004686	5070411	no_known_similarity	NA	T1PKS	Polyketide
TG0011	TG0011_chr5_con1	8.1	198875	230520	no_known_similarity	NA	indole	Indole
TG0011	TG0011_chr5_con2	9.1	161412	186567	no_known_similarity	NA	terpene	Terpene
TG0011	TG0011_chr5_con2	9.2	1352182	1385346	no_known_similarity	NA	terpene	Terpene
TG0011	TG0011_chr5_con3	10.1	502204	567934	cercosporin	43	T1PKS	Polyketide
TG0011	TG0011_chr5_con3	10.2	627895	691215	no_known_similarity	NA	NRPS-like	NRP
TG0011	TG0011_chr5_con4	11.1	69233	160227	no_known_similarity	NA	fungal-RiPP-like	Other
TG0011	TG0011_chr5_con4	11.2	175679	254965	no_known_similarity	NA	T1PKS	Polyketide
TG0011	TG0011_chr5_con4	11.3	367563	435002	no_known_similarity	NA	T1PKS	Polyketide
TG0011	TG0011_chr5_con4	11.4	1075690	1147893	no_known_similarity	NA	NRPS	NRP
TG0011	TG0011_chr6_con1	12.1	472554	576887	no_known_similarity	NA	T1PKS	Polyketide
TG0011	TG0011_chr6_con1	12.2	2001749	2045899	no_known_similarity	NA	T1PKS	Polyketide
TG0011	TG0011_chr6_con1	12.3	3062046	3138324	no_known_similarity	NA	NRPS	NRP
TG0011	TG0011_chr6_con1	12.4	3312192	3376016	no_known_similarity	NA	T1PKS	Polyketide
TG0011	TG0011_chr6_con1	12.5	3597069	3661504	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TG0011	TG0011_chr6_con1	12.6	3697488	3768605	no_known_similarity	NA	NRPS	NRP
TG0011	TG0011_chr6_con1	12.7	5462162	5493614	no_known_similarity	NA	terpene	Terpene
TG0011	TG0011_chr6_con1	12.8	5515754	5587261	no_known_similarity	NA	NRPS	NRP
TG0011	TG0011_chr6_con1	12.9	5787758	5855369	no_known_similarity	NA	T1PKS	Polyketide
TG0011	TG0011_chr6_con1	12.10	6096335	6187411	no_known_similarity	NA	fungal-RiPP-like	Other
TG0011	TG0011_chr7_con1	13.1	2418851	2479590	no_known_similarity	NA	T1PKS	Polyketide
TG0011	TG0011_chr7_con1	13.2	2742776	2804522	no_known_similarity	NA	NRPS-like	NRP
TG0011	TG0011_chr7_con1	13.3	3726434	3780634	no_known_similarity	NA	T1PKS	Polyketide
TG0011	TG0011_chr7_con1	13.4	3991007	4062820	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TG0011	TG0011_cont43	15.1	234616	266004	no_known_similarity	NA	indole	Indole
TG0011	TG0011_cont44	16.1	236570	304231	no_known_similarity	NA	NRPS	NRP
TG0011	TG0011_cont44	16.2	367441	429743	no_known_similarity	NA	T1PKS	Polyketide
TG005	TG005_chr1_con1	1.1	99838	128786	no_known_similarity	NA	terpene	Terpene
TG005	TG005_chr1_con1	1.2	1198195	1269422	no_known_similarity	NA	NRPS	NRP
TG005	TG005_chr1_con1	1.3	3605238	3711448	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
TG005	TG005_chr1_con1	1.4	4279884	4312591	clavaric acid	100	terpene	Terpene
TG005	TG005_chr1_con1	1.5	5364767	5436580	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TG005	TG005_chr1_con1	1.6	5599643	5665275	no_known_similarity	NA	T1PKS	Polyketide
TG005	TG005_chr1_con1	1.7	7881186	7947928	no_known_similarity	NA	T1PKS	Polyketide
TG005	TG005_chr1_con1	1.8	8207371	8271477	no_known_similarity	NA	NRPS-like	NRP
TG005	TG005_chr1_con1	1.9	8901616	8992491	no_known_similarity	NA	fungal-RiPP-like	Other
TG005	TG005_chr2_con1	2.1	187510	219155	no_known_similarity	NA	indole	Indole
TG005	TG005_chr2_con1	2.2	1633380	1694151	no_known_similarity	NA	T3PKS	Polyketide
TG005	TG005_chr2_con1	2.3	2264115	2390219	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
TG005	TG005_chr2_con1	2.4	2818662	2884957	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
TG005	TG005_chr2_con2	3.1	4353671	4416833	scytalone/T3HN	60	T1PKS	Polyketide
TG005	TG005_chr2_con2	3.2	5088238	5153837	ACE1	58	NRPS,T1PKS	NRP_PKS
TG005	TG005_chr2_con2	3.3	5169339	5297625	ACE1	17	NRPS,T1PKS	NRP_PKS
TG005	TG005_chr2_con2	3.4	5499749	5588726	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	37	indole,T1PKS	NRP
TG005	TG005_chr2_con2	3.5	5641910	5737443	no_known_similarity	NA	T1PKS	Polyketide
TG005	TG005_chr3_con1	5.1	876977	968182	no_known_similarity	NA	fungal-RiPP-like	Other
TG005	TG005_chr3_con1	5.2	1512193	1579978	epipyriculol	58	T1PKS	Polyketide
TG005	TG005_chr3_con2	6.1	2101464	2167524	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
TG005	TG005_chr3_con2	6.2	2302467	2367269	tenuazonic acid	75	NRPS	NRP_PKS
TG005	TG005_chr3_con2	6.3	2510498	2563672	no_known_similarity	NA	NRPS	NRP
TG005	TG005_chr3_con3	7.1	205159	270977	no_known_similarity	NA	NRPS-like	NRP
TG005	TG005_chr4_con1	8.1	85708	115612	no_known_similarity	NA	terpene	Terpene
TG005	TG005_chr4_con1	8.2	657079	752464	ACE1	70	NRPS,T1PKS	NRP_PKS
TG005	TG005_chr4_con1	8.3	777459	812384	ACE1	35	NRPS,T1PKS	NRP_PKS
TG005	TG005_chr4_con1	8.4	2648821	2757385	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
TG005	TG005_chr4_con1	8.5	2769530	2837989	no_known_similarity	NA	NRPS	NRP
TG005	TG005_chr4_con1	8.6	3141345	3205187	choline	100	NRPS-like	NRP
TG005	TG005_chr4_con1	8.7	4127094	4158581	no_known_similarity	NA	indole	Indole
TG005	TG005_chr4_con1	8.8	5149033	5211045	no_known_similarity	NA	T3PKS	Polyketide
TG005	TG005_chr4_con1	8.9	5509170	5571780	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
TG005	TG005_chr4_con1	8.10	5635775	5701500	no_known_similarity	NA	T1PKS	Polyketide
TG005	TG005_chr5_con1	9.1	1287782	1319020	no_known_similarity	NA	terpene	Terpene
TG005	TG005_chr5_con1	9.2	2453467	2514929	cercosporin	43	T1PKS	Polyketide
TG005	TG005_chr5_con1	9.3	2577077	2637863	no_known_similarity	NA	NRPS-like	NRP
TG005	TG005_chr5_con1	9.4	2971872	3062866	no_known_similarity	NA	fungal-RiPP-like	Other
TG005	TG005_chr5_con1	9.5	3253255	3320694	no_known_similarity	NA	T1PKS	Polyketide
TG005	TG005_chr5_con1	9.6	3923837	3996040	no_known_similarity	NA	NRPS	NRP
TG005	TG005_chr6_con1	10.1	168636	266147	no_known_similarity	NA	T1PKS	Polyketide
TG005	TG005_chr6_con1	10.2	2543693	2631186	no_known_similarity	NA	fungal-RiPP-like	Other
TG005	TG005_chr6_con1	10.3	2869348	2930796	no_known_similarity	NA	T1PKS	Polyketide
TG005	TG005_chr6_con1	10.4	3093530	3196139	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TG005	TG005_chr6_con1	10.5	3206498	3241059	no_known_similarity	NA	terpene	Terpene
TG005	TG005_chr6_con1	10.6	4517906	4588584	no_known_similarity	NA	NRPS	NRP
TG005	TG005_chr6_con1	10.7	4625043	4689013	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TG005	TG005_chr6_con1	10.8	4822452	4884363	no_known_similarity	NA	T1PKS	Polyketide
TG005	TG005_chr6_con1	10.9	5103250	5181191	no_known_similarity	NA	NRPS	NRP
TG005	TG005_chr6_con1	10.10	5337098	5430821	no_known_similarity	NA	fungal-RiPP-like	Other
TG005	TG005_chr6_con1	10.11	6058213	6125231	no_known_similarity	NA	T1PKS	Polyketide
TG005	TG005_cont16	14.1	1136413	1198541	no_known_similarity	NA	NRPS	NRP
TG005	TG005_scff13	20.1	24486	66866	no_known_similarity	NA	T1PKS	Polyketide
TG005	TG005_scff13	20.2	446090	513713	no_known_similarity	NA	T1PKS	Polyketide
TH03_HiC	TH03_chr1	1.1	101566	129863	no_known_similarity	NA	terpene	Terpene
TH03_HiC	TH03_chr1	1.2	1447981	1524298	no_known_similarity	NA	NRPS	NRP
TH03_HiC	TH03_chr1	1.3	3864931	3972075	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
TH03_HiC	TH03_chr1	1.4	4543225	4575932	clavaric acid	100	terpene	Terpene
TH03_HiC	TH03_chr1	1.5	5436511	5500161	no_known_similarity	NA	NRPS-like	NRP
TH03_HiC	TH03_chr2	2.1	1210538	1271309	no_known_similarity	NA	T3PKS	Polyketide
TH03_HiC	TH03_chr2	2.2	1841533	1967685	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
TH03_HiC	TH03_chr2	2.3	2423758	2486371	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
TH03_HiC	TH03_chr2	2.4	6857159	6914587	scytalone/T3HN	60	T1PKS	Polyketide
TH03_HiC	TH03_chr2	2.5	7601689	7772016	ACE1	88	NRPS,T1PKS	NRP_PKS
TH03_HiC	TH03_chr2	2.6	7967895	8046547	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
TH03_HiC	TH03_chr2	2.7	8135514	8203879	no_known_similarity	NA	T1PKS	Polyketide
TH03_HiC	TH03_chr3	3.1	892513	983718	no_known_similarity	NA	fungal-RiPP-like	Other
TH03_HiC	TH03_chr3	3.2	1545062	1612847	epipyriculol	58	T1PKS	Polyketide
TH03_HiC	TH03_chr3	3.3	5603996	5666721	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
TH03_HiC	TH03_chr3	3.4	5809786	5874514	tenuazonic acid	75	NRPS	NRP_PKS
TH03_HiC	TH03_chr3	3.5	6002167	6076749	no_known_similarity	NA	NRPS	NRP
TH03_HiC	TH03_chr3	3.6	6326558	6389882	no_known_similarity	NA	NRPS-like	NRP
TH03_HiC	TH03_chr4	4.1	73398	103829	no_known_similarity	NA	terpene	Terpene
TH03_HiC	TH03_chr4	4.2	1914791	2023399	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
TH03_HiC	TH03_chr4	4.3	2046787	2115246	no_known_similarity	NA	NRPS	NRP
TH03_HiC	TH03_chr4	4.4	2416811	2480653	choline	100	NRPS-like	NRP
TH03_HiC	TH03_chr4	4.5	3401674	3433161	no_known_similarity	NA	indole	Indole
TH03_HiC	TH03_chr4	4.6	4424534	4486546	no_known_similarity	NA	T3PKS	Polyketide
TH03_HiC	TH03_chr4	4.7	4847921	4944052	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
TH03_HiC	TH03_chr4	4.8	5075460	5141185	no_known_similarity	NA	T1PKS	Polyketide
TH03_HiC	TH03_chr5	5.1	227511	255511	no_known_similarity	NA	indole	Indole
TH03_HiC	TH03_chr5	5.2	1786990	1818228	no_known_similarity	NA	terpene	Terpene
TH03_HiC	TH03_chr5	5.3	2950941	3013755	cercosporin	43	T1PKS	Polyketide
TH03_HiC	TH03_chr5	5.4	3072882	3136202	no_known_similarity	NA	NRPS-like	NRP
TH03_HiC	TH03_chr5	5.5	3473326	3564320	no_known_similarity	NA	fungal-RiPP-like	Other
TH03_HiC	TH03_chr5	5.6	3757877	3825316	no_known_similarity	NA	T1PKS	Polyketide
TH03_HiC	TH03_chr5	5.7	4550029	4578084	no_known_similarity	NA	indole	Indole
TH03_HiC	TH03_chr5	5.8	4668199	4699977	no_known_similarity	NA	indole	Indole
TH03_HiC	TH03_chr6	6.1	1146991	1239927	no_known_similarity	NA	T1PKS	Polyketide
TH03_HiC	TH03_chr6	6.2	2235374	2291167	no_known_similarity	NA	T1PKS	Polyketide
TH03_HiC	TH03_chr6	6.3	2951415	3033030	no_known_similarity	NA	fungal-RiPP-like	Other
TH03_HiC	TH03_chr6	6.4	3198680	3273117	no_known_similarity	NA	NRPS	NRP
TH03_HiC	TH03_chr6	6.5	3565722	3629540	no_known_similarity	NA	T1PKS	Polyketide
TH03_HiC	TH03_chr6	6.6	3821462	3885913	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TH03_HiC	TH03_chr6	6.7	3921922	3993035	no_known_similarity	NA	NRPS	NRP
TH03_HiC	TH03_chr6	6.8	5270227	5301678	no_known_similarity	NA	terpene	Terpene
TH03_HiC	TH03_chr6	6.9	5304169	5408898	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TH03_HiC	TH03_chr6	6.10	5537809	5605420	no_known_similarity	NA	T1PKS	Polyketide
TH03_HiC	TH03_chr6	6.11	5850553	5941630	no_known_similarity	NA	fungal-RiPP-like	Other
TH03_HiC	TH03_chr7	7.1	116861	206165	no_known_similarity	NA	fungal-RiPP-like	Other
TH03_HiC	TH03_chr7	7.2	412625	505736	no_known_similarity	NA	fungal-RiPP-like	Other
TH03_HiC	TH03_chr7	7.3	2410963	2471697	no_known_similarity	NA	T1PKS	Polyketide
TH03_HiC	TH03_chr7	7.4	2735258	2790936	no_known_similarity	NA	NRPS-like	NRP
TH03_HiC	TH03_chr7	7.5	3753956	3811288	no_known_similarity	NA	T1PKS	Polyketide
TH03_HiC	TH03_chr7	7.6	3968586	4040399	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TH68_126	TH68_126_cont00	1.1	583928	672369	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_126	TH68_126_cont00	1.2	2397609	2458367	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont00	1.3	2724761	2786508	no_known_similarity	NA	NRPS-like	NRP
TH68_126	TH68_126_cont00	1.4	3948536	4009307	no_known_similarity	NA	T3PKS	Polyketide
TH68_126	TH68_126_cont00	1.5	4585406	4711529	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
TH68_126	TH68_126_cont00	1.6	5132037	5194555	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
TH68_126	TH68_126_cont00	1.7	9560725	9623701	scytalone/T3HN	60	T1PKS	Polyketide
TH68_126	TH68_126_cont00	1.8	10328774	10511116	ACE1	88	NRPS,T1PKS	NRP_PKS
TH68_126	TH68_126_cont00	1.9	10707157	10786099	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
TH68_126	TH68_126_cont00	1.10	10844786	10913151	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont01	2.1	205465	264902	no_known_similarity	NA	NRPS-like	NRP
TH68_126	TH68_126_cont01	2.2	429317	502516	no_known_similarity	NA	NRPS	NRP
TH68_126	TH68_126_cont01	2.3	664606	726941	tenuazonic acid	75	NRPS	NRP_PKS
TH68_126	TH68_126_cont01	2.4	859734	929767	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
TH68_126	TH68_126_cont01	2.5	4972351	5040136	epipyriculol	58	T1PKS	Polyketide
TH68_126	TH68_126_cont01	2.6	5587445	5678430	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_126	TH68_126_cont02	3.1	696547	781510	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_126	TH68_126_cont02	3.2	1023613	1086310	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont02	3.3	1233416	1380842	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
TH68_126	TH68_126_cont02	3.4	2658779	2729434	no_known_similarity	NA	NRPS	NRP
TH68_126	TH68_126_cont02	3.5	2765866	2829835	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TH68_126	TH68_126_cont02	3.6	3042045	3102154	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont02	3.7	3413660	3491595	no_known_similarity	NA	NRPS	NRP
TH68_126	TH68_126_cont02	3.8	3651674	3745397	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_126	TH68_126_cont02	3.9	4331706	4392686	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont02	3.10	5345529	5451491	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont03	4.1	37656	64841	no_known_similarity	NA	terpene	Terpene
TH68_126	TH68_126_cont03	4.2	694522	761502	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont03	4.3	1171008	1247325	no_known_similarity	NA	NRPS	NRP
TH68_126	TH68_126_cont03	4.4	3584005	3691157	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
TH68_126	TH68_126_cont03	4.5	4275116	4307823	clavaric acid	100	terpene	Terpene
TH68_126	TH68_126_cont04	5.1	69003	90325	no_known_similarity	NA	indole	Indole
TH68_126	TH68_126_cont04	5.2	140576	202793	no_known_similarity	NA	NRPS	NRP
TH68_126	TH68_126_cont04	5.3	284216	346228	no_known_similarity	NA	T3PKS	Polyketide
TH68_126	TH68_126_cont04	5.4	1338621	1369877	no_known_similarity	NA	indole	Indole
TH68_126	TH68_126_cont04	5.5	2290789	2354631	choline	100	NRPS-like	NRP
TH68_126	TH68_126_cont04	5.6	2654848	2724082	no_known_similarity	NA	NRPS	NRP
TH68_126	TH68_126_cont04	5.7	2740356	2845825	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
TH68_126	TH68_126_cont04	5.8	4733903	4765379	no_known_similarity	NA	terpene	Terpene
TH68_126	TH68_126_cont05	6.1	98277	170090	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TH68_126	TH68_126_cont05	6.2	306380	369109	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont05	6.3	1505060	1595739	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
TH68_126	TH68_126_cont05	6.4	3038290	3089066	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont05	6.5	3214844	3304600	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont05	6.6	3318562	3409556	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_126	TH68_126_cont06	7.1	157634	248451	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_126	TH68_126_cont06	7.2	501486	532724	no_known_similarity	NA	terpene	Terpene
TH68_126	TH68_126_cont06	7.3	679581	748173	nectriapyrone C/nectriapyrone D/nectriapyrone	100	T1PKS	Polyketide
TH68_126	TH68_126_cont06	7.4	927995	958451	brassicicene C	22	indole	Terpene
TH68_126	TH68_126_cont06	7.5	2336083	2367728	no_known_similarity	NA	indole	Indole
TH68_126	TH68_126_cont07	8.1	5114	67144	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont07	8.2	489236	520624	no_known_similarity	NA	indole	Indole
TH68_126	TH68_126_cont07	8.3	884761	947063	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont08	9.1	327896	393621	no_known_similarity	NA	T1PKS	Polyketide
TH68_126	TH68_126_cont09	10.1	435868	501598	cercosporin	43	T1PKS	Polyketide
TH68_126	TH68_126_cont09	10.2	559667	622987	no_known_similarity	NA	NRPS-like	NRP
TH68_140	TH68_140_cont00	1.1	1224254	1285025	no_known_similarity	NA	T3PKS	Polyketide
TH68_140	TH68_140_cont00	1.2	1855149	1981150	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
TH68_140	TH68_140_cont00	1.3	2408014	2474309	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
TH68_140	TH68_140_cont00	1.4	6906893	6973663	scytalone/T3HN	60	T1PKS	Polyketide
TH68_140	TH68_140_cont01	2.1	27955	96142	no_known_similarity	NA	NRPS	NRP
TH68_140	TH68_140_cont01	2.2	708181	758912	no_known_similarity	NA	T1PKS	Polyketide
TH68_140	TH68_140_cont01	2.3	881349	973176	no_known_similarity	NA	T1PKS	Polyketide
TH68_140	TH68_140_cont01	2.4	997817	1081609	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_140	TH68_140_cont01	2.5	1424137	1484904	no_known_similarity	NA	NRPS-like	NRP
TH68_140	TH68_140_cont01	2.6	1540515	1601978	cercosporin	31	T1PKS	Polyketide
TH68_140	TH68_140_cont01	2.7	2101802	2163814	no_known_similarity	NA	T3PKS	Polyketide
TH68_140	TH68_140_cont01	2.8	3157718	3188974	no_known_similarity	NA	indole	Indole
TH68_140	TH68_140_cont01	2.9	4112437	4176279	choline	100	NRPS-like	NRP
TH68_140	TH68_140_cont01	2.10	4477748	4549932	no_known_similarity	NA	NRPS	NRP
TH68_140	TH68_140_cont01	2.11	4556844	4662314	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
TH68_140	TH68_140_cont01	2.12	6577325	6608801	no_known_similarity	NA	terpene	Terpene
TH68_140	TH68_140_cont02	3.1	1222155	1325452	no_known_similarity	NA	T1PKS	Polyketide
TH68_140	TH68_140_cont02	3.2	2286121	2340914	no_known_similarity	NA	T1PKS	Polyketide
TH68_140	TH68_140_cont02	3.3	3010568	3097261	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_140	TH68_140_cont02	3.4	3262424	3337142	no_known_similarity	NA	NRPS	NRP
TH68_140	TH68_140_cont02	3.5	3545522	3609305	no_known_similarity	NA	T1PKS	Polyketide
TH68_140	TH68_140_cont02	3.6	3754091	3820381	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TH68_140	TH68_140_cont02	3.7	3856366	3927444	no_known_similarity	NA	NRPS	NRP
TH68_140	TH68_140_cont02	3.8	5205054	5336517	fusaridione A/(3R,5S)-5-(4-hydroxybenzyl)-3-methyl-3-((2E,4E,6E,8E,10E)-4,8,10-trimethyldodeca-2,4,6,8,10-pentaenoyl)pyrrolidine-2,4-dione	12	NRPS,T1PKS,terpene,transAT-PKS	NRP_PKS
TH68_140	TH68_140_cont02	3.9	5537794	5605387	no_known_similarity	NA	T1PKS	Polyketide
TH68_140	TH68_140_cont02	3.10	5810276	5901352	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_140	TH68_140_cont03	4.1	189368	251098	no_known_similarity	NA	NRPS-like	NRP
TH68_140	TH68_140_cont03	4.2	1164945	1227870	no_known_similarity	NA	T1PKS	Polyketide
TH68_140	TH68_140_cont03	4.3	1941237	2003539	no_known_similarity	NA	T1PKS	Polyketide
TH68_140	TH68_140_cont03	4.4	2985022	3061339	no_known_similarity	NA	NRPS	NRP
TH68_140	TH68_140_cont04	5.1	427708	514829	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_140	TH68_140_cont04	5.2	2352171	2418913	no_known_similarity	NA	T1PKS	Polyketide
TH68_140	TH68_140_cont04	5.3	3062203	3169363	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
TH68_140	TH68_140_cont04	5.4	3734211	3766918	clavaric acid	100	terpene	Terpene
TH68_140	TH68_140_cont04	5.5	4597946	4661596	no_known_similarity	NA	NRPS-like	NRP
TH68_140	TH68_140_cont05	6.1	3933697	3996417	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
TH68_140	TH68_140_cont05	6.2	4148537	4204939	tenuazonic acid	75	NRPS	NRP_PKS
TH68_140	TH68_140_cont05	6.3	4258659	4333241	no_known_similarity	NA	NRPS	NRP
TH68_140	TH68_140_cont05	6.4	4492773	4556098	no_known_similarity	NA	NRPS-like	NRP
TH68_140	TH68_140_cont06	7.1	534038	595261	no_known_similarity	NA	T1PKS	Polyketide
TH68_140	TH68_140_cont06	7.2	740298	841607	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
TH68_140	TH68_140_cont06	7.3	1511636	1542874	no_known_similarity	NA	terpene	Terpene
